Year, Category, Country, Commodity, Amount
1996,"Uncompensated cross-price elasticity with price change in food prices","St. Vincent & Grenadines","Transport & communication",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Swaziland","Clothing & footwear",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Swaziland","Education",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Swaziland","Gross rent, fuel & power",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Swaziland","House furnishing & operations",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Swaziland","Medical care",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Swaziland","Other",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Swaziland","Recreation",-0.26
1996,"Uncompensated cross-price elasticity with price change in food prices","Swaziland","Transport & communication",-0.21
1996,"Uncompensated cross-price elasticity with price change in food prices","Sweden","Clothing & footwear",-0.13
1996,"Uncompensated cross-price elasticity with price change in food prices","Sweden","Education",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Sweden","Gross rent, fuel & power",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Sweden","House furnishing & operations",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Sweden","Medical care",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Sweden","Other",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Sweden","Recreation",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Sweden","Transport & communication",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Switzerland","Clothing & footwear",-0.13
1996,"Uncompensated cross-price elasticity with price change in food prices","Switzerland","Education",-0.15
1996,"Uncompensated cross-price elasticity with price change in food prices","Switzerland","Gross rent, fuel & power",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Switzerland","House furnishing & operations",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Switzerland","Medical care",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Switzerland","Other",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Switzerland","Recreation",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Switzerland","Transport & communication",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Syria","Clothing & footwear",-0.17
1996,"Uncompensated cross-price elasticity with price change in food prices","Syria","Education",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Syria","Gross rent, fuel & power",-0.23
1996,"Uncompensated cross-price elasticity with price change in food prices","Syria","House furnishing & operations",-0.23
1996,"Uncompensated cross-price elasticity with price change in food prices","Syria","Medical care",-0.26
1996,"Uncompensated cross-price elasticity with price change in food prices","Syria","Other",-0.26
1996,"Uncompensated cross-price elasticity with price change in food prices","Syria","Recreation",-0.29
1996,"Uncompensated cross-price elasticity with price change in food prices","Syria","Transport & communication",-0.23
1996,"Uncompensated cross-price elasticity with price change in food prices","Tajikistan","Clothing & footwear",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Tajikistan","Education",-0.24
1996,"Uncompensated cross-price elasticity with price change in food prices","Tajikistan","Gross rent, fuel & power",-0.29
1996,"Uncompensated cross-price elasticity with price change in food prices","Tajikistan","House furnishing & operations",-0.29
1996,"Uncompensated cross-price elasticity with price change in food prices","Tajikistan","Medical care",-0.44
1996,"Uncompensated cross-price elasticity with price change in food prices","Tajikistan","Other",-0.42
1996,"Uncompensated cross-price elasticity with price change in food prices","Tajikistan","Recreation",-0.89
1996,"Uncompensated cross-price elasticity with price change in food prices","Tajikistan","Transport & communication",-0.30
1996,"Uncompensated cross-price elasticity with price change in food prices","Tanzania","Clothing & footwear",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Tanzania","Education",-0.26
1996,"Uncompensated cross-price elasticity with price change in food prices","Tanzania","Gross rent, fuel & power",-0.32
1996,"Uncompensated cross-price elasticity with price change in food prices","Tanzania","House furnishing & operations",-0.32
1996,"Uncompensated cross-price elasticity with price change in food prices","Tanzania","Medical care",-0.70
1996,"Uncompensated cross-price elasticity with price change in food prices","Tanzania","Other",-0.62
1996,"Uncompensated cross-price elasticity with price change in food prices","Tanzania","Transport & communication",-0.33
1996,"Uncompensated cross-price elasticity with price change in food prices","Thailand","Clothing & footwear",-0.16
1996,"Uncompensated cross-price elasticity with price change in food prices","Thailand","Education",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Thailand","Gross rent, fuel & power",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Thailand","House furnishing & operations",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Thailand","Medical care",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Thailand","Other",-0.25
1996,"Uncompensated cross-price elasticity with price change in food prices","Thailand","Recreation",-0.27
1996,"Uncompensated cross-price elasticity with price change in food prices","Thailand","Transport & communication",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Trinidad & Tobago","Clothing & footwear",-0.15
1996,"Uncompensated cross-price elasticity with price change in food prices","Trinidad & Tobago","Education",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Trinidad & Tobago","Gross rent, fuel & power",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Trinidad & Tobago","House furnishing & operations",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Trinidad & Tobago","Medical care",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Trinidad & Tobago","Other",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Trinidad & Tobago","Recreation",-0.23
1996,"Uncompensated cross-price elasticity with price change in food prices","Trinidad & Tobago","Transport & communication",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Tunisia","Clothing & footwear",-0.15
1996,"Uncompensated cross-price elasticity with price change in food prices","Tunisia","Education",-0.18
1996,"Uncompensated cross-price elasticity with price change in food prices","Tunisia","Gross rent, fuel & power",-0.20
1996,"Uncompensated cross-price elasticity with price change in food prices","Tunisia","House furnishing & operations",-0.19
1996,"Uncompensated cross-price elasticity with price change in food prices","Tunisia","Medical care",-0.22
1996,"Uncompensated cross-price elasticity with price change in food prices","Tunisia","Other",-0.21
